file_names,Class
3350_RaickX-2020_Pygocentrus-nattereri_Drum_event_8.wav,drum
3350_RaickX-2020_Pygocentrus-nattereri_Drum_event_9.wav,drum
3350_RaickX-2020_Pygocentrus-piraya_Sound_event_0.wav,drums
3350_RaickX-2020_Pygocentrus-piraya_Sound_event_1.wav,drum
3369_VieiraM-2019_Argyrosomus-regius_1-3_Pulses_event_0.wav,invalid
3369_VieiraM-2019_Argyrosomus-regius_Intermediate-Grunt_event_0.wav,grunt
3369_VieiraM-2019_Argyrosomus-regius_Short-Grunt_event_0.wav,grunt
"555,2425_AmorimC-2005_Oreochromis-mossambicus_Drum_event_0.wav",drum
"688,2249_AmorimC-2004_Pseudotropheus-callainos_Growl_event_0.wav",growl
"688,2249_AmorimC-2004_Pseudotropheus-zebra_Growl_event_0.wav",growl
"688,2249_AmorimC-2004_Unknown-sp_Growl-1_event_0.wav",growl
"688,2249_AmorimC-2004_Unknown-sp_Growl-2_event_0.wav",growl
"688,2249_AmorimC-2004_Unknown-sp_Growl-2_event_1.wav",invalid
"695,2370,2396_AmorimC-2005_Eutrigla-gurnardus_Growl-Grunt-Knock_event_0.wav",knocks
"695,2370,2396_AmorimC-2005_Eutrigla-gurnardus_Growl-Grunt-Knock_event_1.wav",knocks
"695,2370,2396_AmorimC-2005_Eutrigla-gurnardus_Growl-Grunt-Knock_event_2.wav",knocks
"695,2370,2396_AmorimC-2005_Eutrigla-gurnardus_Growl-Grunt-Knock_event_3.wav",quacks
"695,2370,2396_AmorimC-2005_Eutrigla-gurnardus_Growl-Grunt-Knock_event_4.wav",quacks
"695,2370,2396_AmorimC-2005_Eutrigla-gurnardus_Growl-Grunt-Knock_event_5.wav",grunts
"695,2370,2396_AmorimC-2005_Eutrigla-gurnardus_Growl-Grunt-Knock_event_6.wav",grunt
"695,2370,2396_AmorimC-2005_Eutrigla-gurnardus_Growl-Grunt-Knock_event_7.wav",grunt
752_WilsonB-2004_Clupea-pallasii_FRT-1_event_0.wav,invalid
752_WilsonB-2004_Clupea-pallasii_FRT-1_event_1.wav,imp
752_WilsonB-2004_Clupea-pallasii_FRT-1_event_2.wav,invalid
752_WilsonB-2004_Clupea-pallasii_FRT-1_event_3.wav,imp
752_WilsonB-2004_Clupea-pallasii_FRT-1_event_4.wav,imp
752_WilsonB-2004_Clupea-pallasii_FRT-2_event_0.wav,imp
752_WilsonB-2004_Clupea-pallasii_FRT-3_event_0.wav,invalid
752_WilsonB-2004_Clupea-pallasii_FRT-3_event_1.wav,invalid
"798,1072,etc_RountreeR-2002_Ophidion-marginatum_Jackhammer-2_event_0.wav",knocks
"798,1072_RountreeR-2002_Ophidion-marginatum_Jackhammer-1_event_0.wav",knocks
"798,1072_RountreeR-2002_Ophidion-marginatum_Jackhammer-1_event_1.wav",knock
"8,1640_StaatermanE-2018_Amphichthys-cryptocentrus_Boop-Grunt-Swoop_event_0.wav",knock
"8,1640_StaatermanE-2018_Amphichthys-cryptocentrus_Boop-Grunt-Swoop_event_1.wav",grunts
"8,1640_StaatermanE-2018_Amphichthys-cryptocentrus_Boop-Grunt-Tag_CH1_Fig7a_event_0.wav",grunts
"8,1640_StaatermanE-2018_Amphichthys-cryptocentrus_Boop-Grunt-Tag_CH2_Fig7b_event_0.wav",grunts
"8,1640_StaatermanE-2018_Amphichthys-cryptocentrus_Boop-Grunt-Tag_CH3_Not-In-Paper_event_0.wav",grunts
"8,1640_StaatermanE-2018_Amphichthys-cryptocentrus_Boop-Grunt-Tag_CH3_Not-In-Paper_event_1.wav",invalid
"8,1640_StaatermanE-2018_Amphichthys-cryptocentrus_Boop-Grunt-Tag_CH4_Fig7c_event_0.wav",grunts
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Hum-Knock_event_0.wav",composite
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Hum_event_0.wav",composite
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-1_event_0.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-2_event_0.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-2_event_1.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-2_event_2.wav",knock
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-2_event_3.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-2_event_4.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-2_event_5.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-2_event_6.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-2_event_7.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-2_event_8.wav",knock
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-Rumble_event_0.wav",invalid
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-Rumble_event_1.wav",invalid
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-Rumble_event_2.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-Rumble_event_3.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-Rumble_event_4.wav",invalid
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-Rumble_event_5.wav",invalid
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-Rumble_event_6.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Knock-Rumble_event_7.wav",knock
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Rumble_event_0.wav",invalid
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Rumble_event_1.wav",imp
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Rumble_event_2.wav",knocks
"817,883,etc_HawkinsT-2002_Melanogrammus-aeglefinus_Rumble_event_3.wav",knocks
884_AmorimC-2000_Trigloporus-lastoviza_Growl_event_0.wav,growl
884_AmorimC-2000_Trigloporus-lastoviza_Growl_event_1.wav,growl
884_AmorimC-2000_Trigloporus-lastoviza_Growl_event_2.wav,growl
884_AmorimC-2000_Trigloporus-lastoviza_Growl_event_3.wav,growl
